tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	sample	site	location
NWFA-1E_LP-DIR-T-90	NWFA-1E_LP-DIR-T	NWFA-1E	2.0	219.9	-30.2	0	0	0	0	17	723	This study	shoemake 2024-12-05 05:08:23	LT-T-Z:LP-DIR-T	g	90	u	8	273			pmagpy-4.3.7	7.64e-06	1.95e-07	1.62e-07	1.14e-07	NWFA-1	NWFA	NWFA
NWFA-1E_LP-DIR-T-91	NWFA-1E_LP-DIR-T	NWFA-1E	1.4	223.7	-30.4	0	0	0	0	18	723	This study	shoemake 2025-02-06 01:18:32	LT-T-Z:LP-DIR-T	b	91	u	8	273			pmagpy-4.3.7	7.73e-06	1.4e-07	1.51e-07	4.64e-08	NWFA-1	NWFA	NWFA
NWFA-1E_LP-DIR-T-92	NWFA-1E_LP-DIR-T	NWFA-1E	2.7	217.7	-33.9	0	0	0	0	19	753	This study	shoemake 2025-04-09 10:21:30	LT-T-Z:LP-DIR-T	g	92	u	8	273			pmagpy-4.3.7	1.27e-07	4.22e-09	4.94e-09	5.88e-10	NWFA-1	NWFA	NWFA
NWFA-1E_LP-DIR-T-94	NWFA-1E_LP-DIR-T	NWFA-1E	3.5	221.6	-25.8	0	0	0	0	21	783	This study	shoemake 2025-05-01 16:36:05	LT-T-Z:LP-DIR-T	b	94	u	8	273			pmagpy-4.3.7	1.24e-07	5.36e-09	5.96e-09	8.8e-10	NWFA-1	NWFA	NWFA
NWFA-1F_LP-DIR-T-95	NWFA-1F_LP-DIR-T	NWFA-1F	1.6	221.9	-40.2	0	0	0	0	0	273	This study	shoemake 2024-07-01 12:20:05	LT-NO:LP-DIR-T	g	95	u	8	273			pmagpy-4.3.7	1.06e-05	2.11e-07	2.05e-07	1e-07	NWFA-1	NWFA	NWFA
NWFA-1F_LP-DIR-T-96	NWFA-1F_LP-DIR-T	NWFA-1F	6.2	224.7	-38.0	0	0	0	0	1	77	This study	shoemake 2024-07-08 16:42:49	LT-LT-Z:LP-DIR-T	g	96	u	8	273			pmagpy-4.3.7	1.05e-05	7.86e-07	8.24e-07	1.13e-07	NWFA-1	NWFA	NWFA
NWFA-1F_LP-DIR-T-97	NWFA-1F_LP-DIR-T	NWFA-1F	4.0	221.9	-37.8	0	0	0	0	2	77	This study	shoemake 2024-07-11 14:08:32	LT-LT-Z:LP-DIR-T	g	97	u	8	273			pmagpy-4.3.7	1.05e-05	4.98e-07	5.37e-07	1.45e-07	NWFA-1	NWFA	NWFA
NWFA-1F_LP-DIR-T-98	NWFA-1F_LP-DIR-T	NWFA-1F	0.9	223.0	-37.5	0	0	0	0	3	343	This study	shoemake 2024-07-30 17:16:52	LT-T-Z:LP-DIR-T	g	98	u	8	273			pmagpy-4.3.7	1.05e-05	1.11e-07	1.18e-07	6.79e-08	NWFA-1	NWFA	NWFA
NWFA-1F_LP-DIR-T-99	NWFA-1F_LP-DIR-T	NWFA-1F	3.0	223.1	-36.6	0	0	0	0	4	373	This study	shoemake 2024-08-01 10:25:15	LT-T-Z:LP-DIR-T	g	99	u	8	273			pmagpy-4.3.7	1.01e-05	3.76e-07	3.76e-07	7e-08	NWFA-1	NWFA	NWFA
NWFA-1F_LP-DIR-T-100	NWFA-1F_LP-DIR-T	NWFA-1F	4.2	226.7	-36.7	0	0	0	0	5	403	This study	shoemake 2024-09-07 15:28:39	LT-T-Z:LP-DIR-T	g	100	u	8	273			pmagpy-4.3.7	1.01e-05	5.37e-07	5.03e-07	6.26e-08	NWFA-1	NWFA	NWFA
NWFA-1F_LP-DIR-T-101	NWFA-1F_LP-DIR-T	NWFA-1F	5.2	223.1	-35.9	0	0	0	0	6	433	This study	shoemake 2024-09-12 12:04:32	LT-T-Z:LP-DIR-T	g	101	u	8	273			pmagpy-4.3.7	9.97e-06	6.23e-07	6.59e-07	5.48e-08	NWFA-1	NWFA	NWFA
NWFA-1F_LP-DIR-T-102	NWFA-1F_LP-DIR-T	NWFA-1F	1.8	219.9	-34.0	0	0	0	0	7	463	This study	shoemake 2024-09-17 11:52:43	LT-T-Z:LP-DIR-T	g	102	u	8	273			pmagpy-4.3.7	9.74e-06	1.83e-07	2.41e-07	6.72e-08	NWFA-1	NWFA	NWFA
NWFA-1F_LP-DIR-T-103	NWFA-1F_LP-DIR-T	NWFA-1F	8.0	225.3	-34.2	0	0	0	0	8	483	This study	shoemake 2024-10-10 18:32:35	LT-T-Z:LP-DIR-T	g	103	u	8	273			pmagpy-4.3.7	9.65e-06	9.14e-07	9.93e-07	5.45e-08	NWFA-1	NWFA	NWFA
NWFA-1F_LP-DIR-T-104	NWFA-1F_LP-DIR-T	NWFA-1F	0.8	220.1	-33.5	0	0	0	0	9	483	This study	shoemake 2024-10-14 12:40:18	LT-T-Z:LP-DIR-T	g	104	u	8	273			pmagpy-4.3.7	9.69e-06	8.31e-08	8.63e-08	8.32e-08	NWFA-1	NWFA	NWFA
NWFA-1F_LP-DIR-T-105	NWFA-1F_LP-DIR-T	NWFA-1F	1.5	215.0	-30.2	0	0	0	0	10	513	This study	shoemake 2024-10-18 09:30:48	LT-T-Z:LP-DIR-T	g	105	u	8	273			pmagpy-4.3.7	7.28e-06	1.07e-07	1.54e-07	4.7e-08	NWFA-1	NWFA	NWFA
NWFA-1F_LP-DIR-T-106	NWFA-1F_LP-DIR-T	NWFA-1F	1.5	215.6	-29.9	0	0	0	0	11	543	This study	shoemake 2024-10-26 14:59:28	LT-T-Z:LP-DIR-T	g	106	u	8	273			pmagpy-4.3.7	6.61e-06	1.18e-07	1.06e-07	7.94e-08	NWFA-1	NWFA	NWFA
NWFA-1F_LP-DIR-T-107	NWFA-1F_LP-DIR-T	NWFA-1F	1.8	219.8	-29.8	0	0	0	0	12	573	This study	shoemake 2024-11-06 15:36:07	LT-T-Z:LP-DIR-T	g	107	u	8	273			pmagpy-4.3.7	6.67e-06	1.32e-07	1.69e-07	2.49e-08	NWFA-1	NWFA	NWFA
NWFA-1F_LP-DIR-T-108	NWFA-1F_LP-DIR-T	NWFA-1F	1.2	220.0	-30.2	0	0	0	0	13	603	This study	shoemake 2024-11-15 16:16:56	LT-T-Z:LP-DIR-T	g	108	u	8	273			pmagpy-4.3.7	6.6e-06	9.13e-08	9.87e-08	6.03e-08	NWFA-1	NWFA	NWFA
NWFA-1F_LP-DIR-T-109	NWFA-1F_LP-DIR-T	NWFA-1F	3.0	216.6	-30.2	0	0	0	0	14	633	This study	shoemake 2024-11-18 15:33:44	LT-T-Z:LP-DIR-T	g	109	u	8	273			pmagpy-4.3.7	6.6e-06	2.17e-07	2.72e-07	4.5e-08	NWFA-1	NWFA	NWFA
NWFA-1F_LP-DIR-T-110	NWFA-1F_LP-DIR-T	NWFA-1F	4.6	221.5	-30.2	0	0	0	0	15	633	This study	shoemake 2024-11-22 21:13:59	LT-T-Z:LP-DIR-T	g	110	u	8	273			pmagpy-4.3.7	6.6e-06	3.67e-07	3.81e-07	3.4e-08	NWFA-1	NWFA	NWFA
NWFA-1F_LP-DIR-T-111	NWFA-1F_LP-DIR-T	NWFA-1F	2.2	219.7	-30.3	0	0	0	0	16	663	This study	shoemake 2024-11-25 07:44:22	LT-T-Z:LP-DIR-T	g	111	u	8	273			pmagpy-4.3.7	6.57e-06	1.72e-07	1.71e-07	9.47e-08	NWFA-1	NWFA	NWFA
NWFA-1F_LP-DIR-T-112	NWFA-1F_LP-DIR-T	NWFA-1F	7.5	220.9	-30.4	0	0	0	0	17	693	This study	shoemake 2024-11-26 22:07:45	LT-T-Z:LP-DIR-T	g	112	u	8	273			pmagpy-4.3.7	6.48e-06	5.73e-07	6.27e-07	9.36e-08	NWFA-1	NWFA	NWFA
NWFA-1F_LP-DIR-T-113	NWFA-1F_LP-DIR-T	NWFA-1F	4.1	216.7	-30.3	0	0	0	0	18	723	This study	shoemake 2024-12-05 05:10:54	LT-T-Z:LP-DIR-T	b	113	u	8	273			pmagpy-4.3.7	5.72e-06	2.73e-07	3.01e-07	7.14e-08	NWFA-1	NWFA	NWFA
NWFA-1F_LP-DIR-T-114	NWFA-1F_LP-DIR-T	NWFA-1F	5.1	227.2	-30.5	0	0	0	0	19	723	This study	shoemake 2025-02-06 01:21:01	LT-T-Z:LP-DIR-T	g	114	u	8	273			pmagpy-4.3.7	5.77e-06	3.85e-07	3.52e-07	3.69e-08	NWFA-1	NWFA	NWFA
NWFA-1F_LP-DIR-T-116	NWFA-1F_LP-DIR-T	NWFA-1F	2.8	213.7	-34.4	0	0	0	0	21	753	This study	shoemake 2025-04-15 14:49:36	LT-T-Z:LP-DIR-T	g	116	u	8	273			pmagpy-4.3.7	1.12e-07	4.14e-09	4.35e-09	7.45e-10	NWFA-1	NWFA	NWFA
NWFA-1F_LP-DIR-T-117	NWFA-1F_LP-DIR-T	NWFA-1F	2.0	220.0	-26.9	0	0	0	0	22	783	This study	shoemake 2025-04-25 18:14:11	LT-T-Z:LP-DIR-T	g	117	u	8	273			pmagpy-4.3.7	9.55e-08	3.1e-09	2.61e-09	5.31e-10	NWFA-1	NWFA	NWFA
NWFA-1G_LP-DIR-T-118	NWFA-1G_LP-DIR-T	NWFA-1G	3.2	224.7	-39.7	0	0	0	0	0	273	This study	shoemake 2024-07-01 12:22:14	LT-NO:LP-DIR-T	g	118	u	8	273			pmagpy-4.3.7	1.1e-05	4.55e-07	4.04e-07	1.3e-07	NWFA-1	NWFA	NWFA
NWFA-1G_LP-DIR-T-120	NWFA-1G_LP-DIR-T	NWFA-1G	2.1	221.7	-37.3	0	0	0	0	2	77	This study	shoemake 2024-07-11 14:10:47	LT-LT-Z:LP-DIR-T	g	120	u	8	273			pmagpy-4.3.7	1.09e-05	3.04e-07	2.44e-07	1.47e-07	NWFA-1	NWFA	NWFA
NWFA-1G_LP-DIR-T-121	NWFA-1G_LP-DIR-T	NWFA-1G	2.4	228.3	-37.0	0	0	0	0	3	343	This study	shoemake 2024-07-30 17:19:51	LT-T-Z:LP-DIR-T	g	121	u	8	273			pmagpy-4.3.7	1.09e-05	3.6e-07	2.96e-07	4.82e-08	NWFA-1	NWFA	NWFA
NWFA-1G_LP-DIR-T-122	NWFA-1G_LP-DIR-T	NWFA-1G	0.8	222.7	-36.3	0	0	0	0	4	373	This study	shoemake 2024-08-01 10:27:46	LT-T-Z:LP-DIR-T	g	122	u	8	273			pmagpy-4.3.7	1.06e-05	1.08e-07	9.89e-08	5.19e-08	NWFA-1	NWFA	NWFA
NWFA-1G_LP-DIR-T-123	NWFA-1G_LP-DIR-T	NWFA-1G	2.6	223.2	-36.1	0	0	0	0	5	403	This study	shoemake 2024-09-07 15:31:10	LT-T-Z:LP-DIR-T	g	123	u	8	273			pmagpy-4.3.7	1.04e-05	3.31e-07	3.33e-07	8.28e-08	NWFA-1	NWFA	NWFA
NWFA-1G_LP-DIR-T-124	NWFA-1G_LP-DIR-T	NWFA-1G	4.6	225.5	-35.5	0	0	0	0	6	433	This study	shoemake 2024-09-12 12:07:03	LT-T-Z:LP-DIR-T	g	124	u	8	273			pmagpy-4.3.7	1.03e-05	5.82e-07	5.88e-07	6.47e-08	NWFA-1	NWFA	NWFA
NWFA-1G_LP-DIR-T-125	NWFA-1G_LP-DIR-T	NWFA-1G	1.1	218.3	-33.7	0	0	0	0	7	463	This study	shoemake 2024-09-17 11:55:14	LT-T-Z:LP-DIR-T	g	125	u	8	273			pmagpy-4.3.7	1.01e-05	8.78e-08	1.8e-07	4.85e-08	NWFA-1	NWFA	NWFA
NWFA-1G_LP-DIR-T-126	NWFA-1G_LP-DIR-T	NWFA-1G	1.2	220.0	-33.3	0	0	0	0	8	483	This study	shoemake 2024-10-10 18:35:00	LT-T-Z:LP-DIR-T	g	126	u	8	273			pmagpy-4.3.7	1e-05	1.45e-07	1.32e-07	1.08e-07	NWFA-1	NWFA	NWFA
NWFA-1G_LP-DIR-T-127	NWFA-1G_LP-DIR-T	NWFA-1G	4.4	214.6	-29.8	0	0	0	0	9	513	This study	shoemake 2024-10-18 09:33:14	LT-T-Z:LP-DIR-T	g	127	u	8	273			pmagpy-4.3.7	7.45e-06	3.11e-07	4.88e-07	5.64e-08	NWFA-1	NWFA	NWFA
NWFA-1G_LP-DIR-T-128	NWFA-1G_LP-DIR-T	NWFA-1G	1.9	215.9	-29.8	0	0	0	0	10	543	This study	shoemake 2024-10-26 15:01:40	LT-T-Z:LP-DIR-T	g	128	u	8	273			pmagpy-4.3.7	6.58e-06	1.4e-07	1.5e-07	8.25e-08	NWFA-1	NWFA	NWFA
NWFA-1G_LP-DIR-T-129	NWFA-1G_LP-DIR-T	NWFA-1G	0.5	217.7	-29.7	0	0	0	0	11	573	This study	shoemake 2024-11-06 15:38:37	LT-T-Z:LP-DIR-T	g	129	u	8	273			pmagpy-4.3.7	6.64e-06	3.89e-08	5.61e-08	2.5e-08	NWFA-1	NWFA	NWFA
NWFA-1G_LP-DIR-T-130	NWFA-1G_LP-DIR-T	NWFA-1G	1.4	218.8	-30.0	0	0	0	0	12	603	This study	shoemake 2024-11-15 16:19:26	LT-T-Z:LP-DIR-T	g	130	u	8	273			pmagpy-4.3.7	6.57e-06	9.18e-08	1.17e-07	7.55e-08	NWFA-1	NWFA	NWFA
NWFA-1G_LP-DIR-T-134	NWFA-1G_LP-DIR-T	NWFA-1G	3.4	215.6	-29.9	0	0	0	0	16	633	This study	shoemake 2024-11-22 21:16:27	LT-T-Z:LP-DIR-T	g	134	u	8	273			pmagpy-4.3.7	6.57e-06	2.57e-07	2.95e-07	5.83e-08	NWFA-1	NWFA	NWFA
NWFA-1G_LP-DIR-T-135	NWFA-1G_LP-DIR-T	NWFA-1G	2.4	219.5	-30.0	0	0	0	0	17	663	This study	shoemake 2024-11-25 07:46:51	LT-T-Z:LP-DIR-T	g	135	u	8	273			pmagpy-4.3.7	6.54e-06	1.52e-07	2.14e-07	1.05e-07	NWFA-1	NWFA	NWFA
NWFA-1G_LP-DIR-T-136	NWFA-1G_LP-DIR-T	NWFA-1G	1.7	221.6	-30.0	0	0	0	0	18	693	This study	shoemake 2024-11-26 22:10:14	LT-T-Z:LP-DIR-T	g	136	u	8	273			pmagpy-4.3.7	6.48e-06	1.11e-07	1.33e-07	1.05e-07	NWFA-1	NWFA	NWFA
NWFA-1G_LP-DIR-T-137	NWFA-1G_LP-DIR-T	NWFA-1G	1.7	216.0	-29.8	0	0	0	0	19	723	This study	shoemake 2024-12-05 05:13:24	LT-T-Z:LP-DIR-T	g	137	u	8	273			pmagpy-4.3.7	5.77e-06	1.14e-07	1.05e-07	8.99e-08	NWFA-1	NWFA	NWFA
NWFA-1G_LP-DIR-T-138	NWFA-1G_LP-DIR-T	NWFA-1G	1.3	217.8	-29.9	0	0	0	0	20	723	This study	shoemake 2025-02-06 01:23:31	LT-T-Z:LP-DIR-T	g	138	u	8	273			pmagpy-4.3.7	5.83e-06	1.15e-07	1.07e-07	3.67e-08	NWFA-1	NWFA	NWFA
NWFA-1G_LP-DIR-T-139	NWFA-1G_LP-DIR-T	NWFA-1G	4.3	217.3	-31.8	0	0	0	0	21	753	This study	shoemake 2025-04-09 10:26:32	LT-T-Z:LP-DIR-T	g	139	u	8	273			pmagpy-4.3.7	1.28e-07	6.55e-09	9.47e-09	9.14e-10	NWFA-1	NWFA	NWFA
NWFA-1G_LP-DIR-T-140	NWFA-1G_LP-DIR-T	NWFA-1G	2.4	219.2	-25.2	0	0	0	0	22	783	This study	shoemake 2025-04-25 18:16:40	LT-T-Z:LP-DIR-T	g	140	u	8	273			pmagpy-4.3.7	1.06e-07	3.67e-09	3.47e-09	7.35e-10	NWFA-1	NWFA	NWFA
NWFA-1H_LP-DIR-T-141	NWFA-1H_LP-DIR-T	NWFA-1H	2.7	228.0	-38.7	0	0	0	0	0	273	This study	shoemake 2024-07-01 12:24:22	LT-NO:LP-DIR-T	g	141	u	8	273			pmagpy-4.3.7	1.09e-05	4.02e-07	3.37e-07	1.01e-07	NWFA-1	NWFA	NWFA
NWFA-1H_LP-DIR-T-143	NWFA-1H_LP-DIR-T	NWFA-1H	3.3	219.3	-36.5	0	0	0	0	2	77	This study	shoemake 2024-07-11 14:13:00	LT-LT-Z:LP-DIR-T	g	143	u	8	273			pmagpy-4.3.7	1.08e-05	3.81e-07	4.93e-07	1.37e-07	NWFA-1	NWFA	NWFA
NWFA-1H_LP-DIR-T-144	NWFA-1H_LP-DIR-T	NWFA-1H	2.1	229.7	-36.2	0	0	0	0	3	343	This study	shoemake 2024-07-30 17:22:49	LT-T-Z:LP-DIR-T	g	144	u	8	273			pmagpy-4.3.7	1.08e-05	3.01e-07	2.46e-07	4.93e-08	NWFA-1	NWFA	NWFA
NWFA-1H_LP-DIR-T-145	NWFA-1H_LP-DIR-T	NWFA-1H	3.2	225.5	-35.8	0	0	0	0	4	373	This study	shoemake 2024-08-01 10:30:16	LT-T-Z:LP-DIR-T	g	145	u	8	273			pmagpy-4.3.7	1.04e-05	3.86e-07	4.29e-07	5.38e-08	NWFA-1	NWFA	NWFA
NWFA-1H_LP-DIR-T-146	NWFA-1H_LP-DIR-T	NWFA-1H	3.8	224.0	-35.6	0	0	0	0	5	403	This study	shoemake 2024-09-07 15:33:41	LT-T-Z:LP-DIR-T	g	146	u	8	273			pmagpy-4.3.7	1.03e-05	4.76e-07	4.87e-07	6.23e-08	NWFA-1	NWFA	NWFA
NWFA-1H_LP-DIR-T-147	NWFA-1H_LP-DIR-T	NWFA-1H	1.6	222.6	-34.2	0	0	0	0	6	433	This study	shoemake 2024-09-12 12:09:32	LT-T-Z:LP-DIR-T	g	147	u	8	273			pmagpy-4.3.7	1e-05	1.84e-07	2.06e-07	7.61e-08	NWFA-1	NWFA	NWFA
NWFA-1H_LP-DIR-T-148	NWFA-1H_LP-DIR-T	NWFA-1H	1.4	221.6	-33.5	0	0	0	0	7	463	This study	shoemake 2024-09-17 11:57:42	LT-T-Z:LP-DIR-T	g	148	u	8	273			pmagpy-4.3.7	9.87e-06	1.33e-07	1.82e-07	8.74e-08	NWFA-1	NWFA	NWFA
NWFA-1H_LP-DIR-T-149	NWFA-1H_LP-DIR-T	NWFA-1H	2.1	218.6	-33.1	0	0	0	0	8	483	This study	shoemake 2024-10-10 18:37:24	LT-T-Z:LP-DIR-T	g	149	u	8	273			pmagpy-4.3.7	9.81e-06	1.87e-07	2.95e-07	9.92e-08	NWFA-1	NWFA	NWFA
NWFA-1H_LP-DIR-T-150	NWFA-1H_LP-DIR-T	NWFA-1H	5.9	222.2	-30.1	0	0	0	0	9	513	This study	shoemake 2024-10-18 09:35:40	LT-T-Z:LP-DIR-T	g	150	u	8	273			pmagpy-4.3.7	7.15e-06	4.93e-07	5.59e-07	5.29e-08	NWFA-1	NWFA	NWFA
NWFA-1H_LP-DIR-T-151	NWFA-1H_LP-DIR-T	NWFA-1H	6.2	220.5	-29.9	0	0	0	0	10	543	This study	shoemake 2024-10-26 15:03:51	LT-T-Z:LP-DIR-T	g	151	u	8	273			pmagpy-4.3.7	6.07e-06	4.45e-07	4.8e-07	7.5e-08	NWFA-1	NWFA	NWFA
NWFA-1H_LP-DIR-T-152	NWFA-1H_LP-DIR-T	NWFA-1H	2.9	218.7	-29.9	0	0	0	0	11	573	This study	shoemake 2024-11-06 15:41:20	LT-T-Z:LP-DIR-T	g	152	u	8	273			pmagpy-4.3.7	6.15e-06	1.92e-07	2.46e-07	2.19e-08	NWFA-1	NWFA	NWFA
NWFA-1H_LP-DIR-T-153	NWFA-1H_LP-DIR-T	NWFA-1H	3.3	215.6	-30.1	0	0	0	0	12	603	This study	shoemake 2024-11-15 16:21:54	LT-T-Z:LP-DIR-T	g	153	u	8	273			pmagpy-4.3.7	6.08e-06	1.99e-07	2.87e-07	6.84e-08	NWFA-1	NWFA	NWFA
NWFA-1H_LP-DIR-T-154	NWFA-1H_LP-DIR-T	NWFA-1H	2.1	218.4	-30.0	0	0	0	0	13	633	This study	shoemake 2024-11-18 15:38:40	LT-T-Z:LP-DIR-T	g	154	u	8	273			pmagpy-4.3.7	6.06e-06	1.46e-07	1.56e-07	6.12e-08	NWFA-1	NWFA	NWFA
NWFA-1H_LP-DIR-T-155	NWFA-1H_LP-DIR-T	NWFA-1H	4.6	221.3	-30.1	0	0	0	0	14	633	This study	shoemake 2024-11-22 21:18:54	LT-T-Z:LP-DIR-T	g	155	u	8	273			pmagpy-4.3.7	6.06e-06	3.4e-07	3.54e-07	4.64e-08	NWFA-1	NWFA	NWFA
NWFA-1H_LP-DIR-T-156	NWFA-1H_LP-DIR-T	NWFA-1H	1.7	222.0	-30.0	0	0	0	0	15	663	This study	shoemake 2024-11-25 07:49:20	LT-T-Z:LP-DIR-T	g	156	u	8	273			pmagpy-4.3.7	6.06e-06	1.03e-07	1.15e-07	9.84e-08	NWFA-1	NWFA	NWFA
NWFA-1H_LP-DIR-T-157	NWFA-1H_LP-DIR-T	NWFA-1H	2.9	221.3	-30.1	0	0	0	0	16	693	This study	shoemake 2024-11-26 22:12:41	LT-T-Z:LP-DIR-T	g	157	u	8	273			pmagpy-4.3.7	5.96e-06	1.82e-07	2.31e-07	9.34e-08	NWFA-1	NWFA	NWFA
NWFA-1H_LP-DIR-T-158	NWFA-1H_LP-DIR-T	NWFA-1H	3.6	216.6	-30.0	0	0	0	0	17	723	This study	shoemake 2024-12-05 05:15:52	LT-T-Z:LP-DIR-T	g	158	u	8	273			pmagpy-4.3.7	5.06e-06	1.75e-07	2.6e-07	7.34e-08	NWFA-1	NWFA	NWFA
NWFA-1H_LP-DIR-T-159	NWFA-1H_LP-DIR-T	NWFA-1H	3.5	217.8	-30.1	0	0	0	0	18	723	This study	shoemake 2025-02-06 01:25:59	LT-T-Z:LP-DIR-T	g	159	u	8	273			pmagpy-4.3.7	5.11e-06	2.08e-07	2.45e-07	2.72e-08	NWFA-1	NWFA	NWFA
NWFA-1H_LP-DIR-T-160	NWFA-1H_LP-DIR-T	NWFA-1H	4.0	218.9	-33.0	0	0	0	0	19	753	This study	shoemake 2025-04-09 10:29:02	LT-T-Z:LP-DIR-T	g	160	u	8	273			pmagpy-4.3.7	1.33e-07	7.32e-09	6.49e-09	1.08e-09	NWFA-1	NWFA	NWFA
NWFA-1H_LP-DIR-T-162	NWFA-1H_LP-DIR-T	NWFA-1H	6.0	217.3	-24.1	0	0	0	0	21	783	This study	shoemake 2025-05-01 16:38:30	LT-T-Z:LP-DIR-T	g	162	u	8	273			pmagpy-4.3.7	1.06e-07	7.48e-09	8.55e-09	8.53e-10	NWFA-1	NWFA	NWFA
NWFA-2B_LP-DIR-T-163	NWFA-2B_LP-DIR-T	NWFA-2B	1.8	165.6	-7.1	0	0	0	0	0	273	This study	shoemake 2024-07-01 12:26:29	LT-NO:LP-DIR-T	g	163	u	8	273			pmagpy-4.3.7	7.56e-06	6.76e-08	2.12e-07	8.32e-08	NWFA-2	NWFA	NWFA
NWFA-2B_LP-DIR-T-164	NWFA-2B_LP-DIR-T	NWFA-2B	5.8	167.6	-10.5	0	0	0	0	1	77	This study	shoemake 2024-07-08 16:50:23	LT-LT-Z:LP-DIR-T	g	164	u	8	273			pmagpy-4.3.7	7.63e-06	1.69e-07	7.49e-07	8.23e-08	NWFA-2	NWFA	NWFA
NWFA-2B_LP-DIR-T-165	NWFA-2B_LP-DIR-T	NWFA-2B	9.5	171.1	-10.6	0	0	0	0	2	77	This study	shoemake 2024-07-11 14:15:11	LT-LT-Z:LP-DIR-T	g	165	u	8	273			pmagpy-4.3.7	7.55e-06	1.77e-07	1.25e-06	1.1e-07	NWFA-2	NWFA	NWFA
NWFA-2B_LP-DIR-T-166	NWFA-2B_LP-DIR-T	NWFA-2B	1.8	174.2	-10.5	0	0	0	0	3	343	This study	shoemake 2024-07-30 17:25:45	LT-T-Z:LP-DIR-T	g	166	u	8	273			pmagpy-4.3.7	7.6e-06	4.59e-08	2.39e-07	4.04e-08	NWFA-2	NWFA	NWFA
NWFA-2B_LP-DIR-T-167	NWFA-2B_LP-DIR-T	NWFA-2B	2.0	171.5	-11.0	0	0	0	0	4	373	This study	shoemake 2024-08-01 10:32:44	LT-T-Z:LP-DIR-T	g	167	u	8	273			pmagpy-4.3.7	7.44e-06	5.79e-08	2.54e-07	4.67e-08	NWFA-2	NWFA	NWFA
NWFA-2B_LP-DIR-T-168	NWFA-2B_LP-DIR-T	NWFA-2B	4.8	172.3	-11.6	0	0	0	0	5	403	This study	shoemake 2024-09-07 15:36:11	LT-T-Z:LP-DIR-T	g	168	u	8	273			pmagpy-4.3.7	7.38e-06	8.48e-08	6.16e-07	5.04e-08	NWFA-2	NWFA	NWFA
NWFA-2B_LP-DIR-T-169	NWFA-2B_LP-DIR-T	NWFA-2B	4.8	174.8	-12.5	0	0	0	0	6	433	This study	shoemake 2024-09-12 12:11:59	LT-T-Z:LP-DIR-T	g	169	u	8	273			pmagpy-4.3.7	7.32e-06	6.61e-08	6.12e-07	4.2e-08	NWFA-2	NWFA	NWFA
NWFA-2B_LP-DIR-T-170	NWFA-2B_LP-DIR-T	NWFA-2B	0.9	170.2	-13.6	0	0	0	0	7	463	This study	shoemake 2024-09-17 12:00:10	LT-T-Z:LP-DIR-T	g	170	u	8	273			pmagpy-4.3.7	7.28e-06	4.56e-08	9.59e-08	4.93e-08	NWFA-2	NWFA	NWFA
NWFA-2B_LP-DIR-T-171	NWFA-2B_LP-DIR-T	NWFA-2B	1.9	175.4	-13.9	0	0	0	0	8	483	This study	shoemake 2024-10-10 18:39:48	LT-T-Z:LP-DIR-T	g	171	u	8	273			pmagpy-4.3.7	7.24e-06	5.16e-08	2.3e-07	5.93e-08	NWFA-2	NWFA	NWFA
NWFA-2B_LP-DIR-T-172	NWFA-2B_LP-DIR-T	NWFA-2B	3.8	178.1	-17.7	0	0	0	0	9	513	This study	shoemake 2024-10-18 09:38:07	LT-T-Z:LP-DIR-T	g	172	u	8	273			pmagpy-4.3.7	5.57e-06	3.65e-08	3.66e-07	5.08e-08	NWFA-2	NWFA	NWFA
NWFA-2B_LP-DIR-T-173	NWFA-2B_LP-DIR-T	NWFA-2B	1.5	182.9	-18.1	0	0	0	0	10	543	This study	shoemake 2024-10-26 15:06:04	LT-T-Z:LP-DIR-T	g	173	u	8	273			pmagpy-4.3.7	4.88e-06	4.44e-08	9.3e-08	7.64e-08	NWFA-2	NWFA	NWFA
NWFA-2B_LP-DIR-T-174	NWFA-2B_LP-DIR-T	NWFA-2B	0.7	183.8	-18.3	0	0	0	0	11	573	This study	shoemake 2024-11-06 15:43:47	LT-T-Z:LP-DIR-T	g	174	u	8	273			pmagpy-4.3.7	4.93e-06	2.44e-08	5.82e-08	2.26e-08	NWFA-2	NWFA	NWFA
NWFA-2B_LP-DIR-T-175	NWFA-2B_LP-DIR-T	NWFA-2B	1.9	184.6	-18.4	0	0	0	0	12	603	This study	shoemake 2024-11-15 16:24:21	LT-T-Z:LP-DIR-T	g	175	u	8	273			pmagpy-4.3.7	4.87e-06	4.87e-08	1.49e-07	5.84e-08	NWFA-2	NWFA	NWFA
NWFA-2B_LP-DIR-T-176	NWFA-2B_LP-DIR-T	NWFA-2B	6.4	187.3	-18.6	0	0	0	0	13	633	This study	shoemake 2024-11-18 15:41:07	LT-T-Z:LP-DIR-T	g	176	u	8	273			pmagpy-4.3.7	4.81e-06	7.87e-08	5.36e-07	5.09e-08	NWFA-2	NWFA	NWFA
