tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	sequence	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1E	NWFA-1E_LP-DIR-T	shoemake 2024-07-01 12:17:56	LT-NO:LP-DIR-T	pmagpy-4.3.7	NWFA-1E_LP-DIR-T-73	1.5	231.6	nan	g	-41.2	1.26e-05	0	8	2.6e-07	1.99e-07	1.2e-07	u	273	73	0	0	0.0	0.0	273.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1E	NWFA-1E_LP-DIR-T	shoemake 2024-07-08 16:40:37	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1E_LP-DIR-T-74	6.2	226.7	nan	g	-38.7	1.23e-05	1	8	1.02e-06	8.71e-07	1.54e-07	u	273	74	0	0	0.0	0.0	77.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1E	NWFA-1E_LP-DIR-T	shoemake 2024-07-11 14:06:18	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1E_LP-DIR-T-75	7.2	227.9	nan	g	-38.8	1.23e-05	2	8	1.19e-06	9.99e-07	1.6e-07	u	273	75	0	0	0.0	0.0	77.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1E	NWFA-1E_LP-DIR-T	shoemake 2024-07-30 17:13:52	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1E_LP-DIR-T-76	1.6	225.3	nan	g	-38.3	1.24e-05	3	8	1.8e-07	2.74e-07	9.9e-08	u	273	76	0	0	0.0	0.0	343.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1E	NWFA-1E_LP-DIR-T	shoemake 2024-08-01 10:21:33	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1E_LP-DIR-T-77	1.7	224.4	nan	g	-36.9	1.19e-05	4	8	2.76e-07	2.09e-07	1.2e-07	u	273	77	0	0	0.0	0.0	373.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1E	NWFA-1E_LP-DIR-T	shoemake 2024-09-07 15:26:10	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1E_LP-DIR-T-78	2.6	228.7	nan	g	-37.0	1.19e-05	5	8	3.68e-07	3.81e-07	1.12e-07	u	273	78	0	0	0.0	0.0	403.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1E	NWFA-1E_LP-DIR-T	shoemake 2024-09-12 12:02:02	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1E_LP-DIR-T-79	3.2	227.2	nan	g	-36.3	1.18e-05	6	8	4.4e-07	4.79e-07	1.19e-07	u	273	79	0	0	0.0	0.0	433.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1E	NWFA-1E_LP-DIR-T	shoemake 2024-09-17 11:50:13	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1E_LP-DIR-T-80	3.1	222.4	nan	g	-34.2	1.15e-05	7	8	4.56e-07	4.24e-07	1.11e-07	u	273	80	0	0	0.0	0.0	463.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1E	NWFA-1E_LP-DIR-T	shoemake 2024-10-10 18:30:07	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1E_LP-DIR-T-81	2.6	225.4	nan	g	-34.1	1.15e-05	8	8	2.81e-07	4.43e-07	1.09e-07	u	273	81	0	0	0.0	0.0	483.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1E	NWFA-1E_LP-DIR-T	shoemake 2024-10-18 09:28:22	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1E_LP-DIR-T-82	1.9	218.6	nan	g	-30.2	8.84e-06	9	8	1.64e-07	2.46e-07	7.78e-08	u	273	82	0	0	0.0	0.0	513.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1E	NWFA-1E_LP-DIR-T	shoemake 2024-10-26 14:57:17	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1E_LP-DIR-T-83	4.8	222.3	nan	g	-30.0	8.27e-06	10	8	4.89e-07	4.92e-07	9.62e-08	u	273	83	0	0	0.0	0.0	543.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1E	NWFA-1E_LP-DIR-T	shoemake 2024-11-06 15:33:36	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1E_LP-DIR-T-84	4.1	222.4	nan	g	-30.0	8.36e-06	11	8	3.9e-07	4.5e-07	2.98e-08	u	273	84	0	0	0.0	0.0	573.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1E	NWFA-1E_LP-DIR-T	shoemake 2024-11-15 16:14:25	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1E_LP-DIR-T-85	1.2	219.6	nan	g	-30.3	8.27e-06	12	8	1.11e-07	1.22e-07	9.62e-08	u	273	85	0	0	0.0	0.0	603.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1E	NWFA-1E_LP-DIR-T	shoemake 2024-11-18 15:31:14	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1E_LP-DIR-T-86	1.3	221.5	nan	g	-30.2	8.28e-06	13	8	1.27e-07	1.19e-07	8.76e-08	u	273	86	0	0	0.0	0.0	633.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1E	NWFA-1E_LP-DIR-T	shoemake 2024-11-22 21:11:28	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1E_LP-DIR-T-87	1.8	223.6	nan	g	-30.2	8.3e-06	14	8	2.02e-07	1.54e-07	7.02e-08	u	273	87	0	0	0.0	0.0	633.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1E	NWFA-1E_LP-DIR-T	shoemake 2024-11-25 07:41:52	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1E_LP-DIR-T-88	2.3	220.3	nan	g	-30.3	8.26e-06	15	8	2.28e-07	2.03e-07	1.32e-07	u	273	88	0	0	0.0	0.0	663.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1E	NWFA-1E_LP-DIR-T	shoemake 2024-11-26 22:05:15	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1E_LP-DIR-T-89	2.3	223.0	nan	g	-30.2	8.21e-06	16	8	2.4e-07	2.02e-07	1.34e-07	u	273	89	0	0	0.0	0.0	693.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1E	NWFA-1E_LP-DIR-T	shoemake 2024-12-05 05:08:23	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1E_LP-DIR-T-90	2.0	219.9	nan	g	-30.2	7.64e-06	17	8	1.95e-07	1.62e-07	1.14e-07	u	273	90	0	0	0.0	0.0	723.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1E	NWFA-1E_LP-DIR-T	shoemake 2025-02-06 01:18:32	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1E_LP-DIR-T-91	1.4	223.7	nan	g	-30.4	7.73e-06	18	8	1.4e-07	1.51e-07	4.64e-08	u	273	91	0	0	0.0	0.0	723.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1E	NWFA-1E_LP-DIR-T	shoemake 2025-04-09 10:21:30	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1E_LP-DIR-T-92	2.7	217.7	nan	g	-33.9	1.27e-07	19	8	4.22e-09	4.94e-09	5.88e-10	u	273	92	0	0	0.0	0.0	753.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1E	NWFA-1E_LP-DIR-T	shoemake 2025-04-25 18:11:46	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1E_LP-DIR-T-93	37.3	223.2	nan	g	-26.5	6.3e-08	20	8	4.4e-08	4.13e-08	3e-08	u	273	93	0	0	0.0	0.0	783.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1E	NWFA-1E_LP-DIR-T	shoemake 2025-05-01 16:36:05	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1E_LP-DIR-T-94	3.5	221.6	nan	g	-25.8	1.24e-07	21	8	5.36e-09	5.96e-09	8.8e-10	u	273	94	0	0	0.0	0.0	783.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1F	NWFA-1F_LP-DIR-T	shoemake 2024-07-01 12:20:05	LT-NO:LP-DIR-T	pmagpy-4.3.7	NWFA-1F_LP-DIR-T-95	1.6	221.9	nan	g	-40.2	1.06e-05	0	8	2.11e-07	2.05e-07	1e-07	u	273	95	0	0	0.0	0.0	273.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1F	NWFA-1F_LP-DIR-T	shoemake 2024-07-08 16:42:49	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1F_LP-DIR-T-96	6.2	224.7	nan	g	-38.0	1.05e-05	1	8	7.86e-07	8.24e-07	1.13e-07	u	273	96	0	0	0.0	0.0	77.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1F	NWFA-1F_LP-DIR-T	shoemake 2024-07-11 14:08:32	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1F_LP-DIR-T-97	4.0	221.9	nan	g	-37.8	1.05e-05	2	8	4.98e-07	5.37e-07	1.45e-07	u	273	97	0	0	0.0	0.0	77.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1F	NWFA-1F_LP-DIR-T	shoemake 2024-07-30 17:16:52	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1F_LP-DIR-T-98	0.9	223.0	nan	g	-37.5	1.05e-05	3	8	1.11e-07	1.18e-07	6.79e-08	u	273	98	0	0	0.0	0.0	343.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1F	NWFA-1F_LP-DIR-T	shoemake 2024-08-01 10:25:15	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1F_LP-DIR-T-99	3.0	223.1	nan	g	-36.6	1.01e-05	4	8	3.76e-07	3.76e-07	7e-08	u	273	99	0	0	0.0	0.0	373.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1F	NWFA-1F_LP-DIR-T	shoemake 2024-09-07 15:28:39	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1F_LP-DIR-T-100	4.2	226.7	nan	g	-36.7	1.01e-05	5	8	5.37e-07	5.03e-07	6.26e-08	u	273	100	0	0	0.0	0.0	403.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1F	NWFA-1F_LP-DIR-T	shoemake 2024-09-12 12:04:32	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1F_LP-DIR-T-101	5.2	223.1	nan	g	-35.9	9.97e-06	6	8	6.23e-07	6.59e-07	5.48e-08	u	273	101	0	0	0.0	0.0	433.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1F	NWFA-1F_LP-DIR-T	shoemake 2024-09-17 11:52:43	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1F_LP-DIR-T-102	1.8	219.9	nan	g	-34.0	9.74e-06	7	8	1.83e-07	2.41e-07	6.72e-08	u	273	102	0	0	0.0	0.0	463.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1F	NWFA-1F_LP-DIR-T	shoemake 2024-10-10 18:32:35	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1F_LP-DIR-T-103	8.0	225.3	nan	g	-34.2	9.65e-06	8	8	9.14e-07	9.93e-07	5.45e-08	u	273	103	0	0	0.0	0.0	483.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1F	NWFA-1F_LP-DIR-T	shoemake 2024-10-14 12:40:18	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1F_LP-DIR-T-104	0.8	220.1	nan	g	-33.5	9.69e-06	9	8	8.31e-08	8.63e-08	8.32e-08	u	273	104	0	0	0.0	0.0	483.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1F	NWFA-1F_LP-DIR-T	shoemake 2024-10-18 09:30:48	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1F_LP-DIR-T-105	1.5	215.0	nan	g	-30.2	7.28e-06	10	8	1.07e-07	1.54e-07	4.7e-08	u	273	105	0	0	0.0	0.0	513.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1F	NWFA-1F_LP-DIR-T	shoemake 2024-10-26 14:59:28	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1F_LP-DIR-T-106	1.5	215.6	nan	g	-29.9	6.61e-06	11	8	1.18e-07	1.06e-07	7.94e-08	u	273	106	0	0	0.0	0.0	543.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1F	NWFA-1F_LP-DIR-T	shoemake 2024-11-06 15:36:07	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1F_LP-DIR-T-107	1.8	219.8	nan	g	-29.8	6.67e-06	12	8	1.32e-07	1.69e-07	2.49e-08	u	273	107	0	0	0.0	0.0	573.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1F	NWFA-1F_LP-DIR-T	shoemake 2024-11-15 16:16:56	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1F_LP-DIR-T-108	1.2	220.0	nan	g	-30.2	6.6e-06	13	8	9.13e-08	9.87e-08	6.03e-08	u	273	108	0	0	0.0	0.0	603.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1F	NWFA-1F_LP-DIR-T	shoemake 2024-11-18 15:33:44	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1F_LP-DIR-T-109	3.0	216.6	nan	g	-30.2	6.6e-06	14	8	2.17e-07	2.72e-07	4.5e-08	u	273	109	0	0	0.0	0.0	633.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1F	NWFA-1F_LP-DIR-T	shoemake 2024-11-22 21:13:59	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1F_LP-DIR-T-110	4.6	221.5	nan	g	-30.2	6.6e-06	15	8	3.67e-07	3.81e-07	3.4e-08	u	273	110	0	0	0.0	0.0	633.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1F	NWFA-1F_LP-DIR-T	shoemake 2024-11-25 07:44:22	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1F_LP-DIR-T-111	2.2	219.7	nan	g	-30.3	6.57e-06	16	8	1.72e-07	1.71e-07	9.47e-08	u	273	111	0	0	0.0	0.0	663.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1F	NWFA-1F_LP-DIR-T	shoemake 2024-11-26 22:07:45	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1F_LP-DIR-T-112	7.5	220.9	nan	g	-30.4	6.48e-06	17	8	5.73e-07	6.27e-07	9.36e-08	u	273	112	0	0	0.0	0.0	693.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1F	NWFA-1F_LP-DIR-T	shoemake 2024-12-05 05:10:54	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1F_LP-DIR-T-113	4.1	216.7	nan	g	-30.3	5.72e-06	18	8	2.73e-07	3.01e-07	7.14e-08	u	273	113	0	0	0.0	0.0	723.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1F	NWFA-1F_LP-DIR-T	shoemake 2025-02-06 01:21:01	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1F_LP-DIR-T-114	5.1	227.2	nan	g	-30.5	5.77e-06	19	8	3.85e-07	3.52e-07	3.69e-08	u	273	114	0	0	0.0	0.0	723.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1F	NWFA-1F_LP-DIR-T	shoemake 2025-04-09 10:24:01	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1F_LP-DIR-T-115	63.5	211.9	nan	g	-33.4	5.6e-08	20	8	4.25e-08	2.65e-08	3.36e-08	u	273	115	0	0	0.0	0.0	753.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1F	NWFA-1F_LP-DIR-T	shoemake 2025-04-15 14:49:36	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1F_LP-DIR-T-116	2.8	213.7	nan	g	-34.4	1.12e-07	21	8	4.14e-09	4.35e-09	7.45e-10	u	273	116	0	0	0.0	0.0	753.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1F	NWFA-1F_LP-DIR-T	shoemake 2025-04-25 18:14:11	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1F_LP-DIR-T-117	2.0	220.0	nan	g	-26.9	9.55e-08	22	8	3.1e-09	2.61e-09	5.31e-10	u	273	117	0	0	0.0	0.0	783.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1G	NWFA-1G_LP-DIR-T	shoemake 2024-07-01 12:22:14	LT-NO:LP-DIR-T	pmagpy-4.3.7	NWFA-1G_LP-DIR-T-118	3.2	224.7	nan	g	-39.7	1.1e-05	0	8	4.55e-07	4.04e-07	1.3e-07	u	273	118	0	0	0.0	0.0	273.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1G	NWFA-1G_LP-DIR-T	shoemake 2024-07-08 16:45:28	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1G_LP-DIR-T-119	33.5	219.9	nan	g	-37.0	5.49e-06	1	8	3.6e-06	3e-06	3.53e-06	u	273	119	0	0	0.0	0.0	77.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1G	NWFA-1G_LP-DIR-T	shoemake 2024-07-11 14:10:47	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1G_LP-DIR-T-120	2.1	221.7	nan	g	-37.3	1.09e-05	2	8	3.04e-07	2.44e-07	1.47e-07	u	273	120	0	0	0.0	0.0	77.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1G	NWFA-1G_LP-DIR-T	shoemake 2024-07-30 17:19:51	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1G_LP-DIR-T-121	2.4	228.3	nan	g	-37.0	1.09e-05	3	8	3.6e-07	2.96e-07	4.82e-08	u	273	121	0	0	0.0	0.0	343.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1G	NWFA-1G_LP-DIR-T	shoemake 2024-08-01 10:27:46	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1G_LP-DIR-T-122	0.8	222.7	nan	g	-36.3	1.06e-05	4	8	1.08e-07	9.89e-08	5.19e-08	u	273	122	0	0	0.0	0.0	373.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1G	NWFA-1G_LP-DIR-T	shoemake 2024-09-07 15:31:10	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1G_LP-DIR-T-123	2.6	223.2	nan	g	-36.1	1.04e-05	5	8	3.31e-07	3.33e-07	8.28e-08	u	273	123	0	0	0.0	0.0	403.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1G	NWFA-1G_LP-DIR-T	shoemake 2024-09-12 12:07:03	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1G_LP-DIR-T-124	4.6	225.5	nan	g	-35.5	1.03e-05	6	8	5.82e-07	5.88e-07	6.47e-08	u	273	124	0	0	0.0	0.0	433.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1G	NWFA-1G_LP-DIR-T	shoemake 2024-09-17 11:55:14	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1G_LP-DIR-T-125	1.1	218.3	nan	g	-33.7	1.01e-05	7	8	8.78e-08	1.8e-07	4.85e-08	u	273	125	0	0	0.0	0.0	463.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1G	NWFA-1G_LP-DIR-T	shoemake 2024-10-10 18:35:00	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1G_LP-DIR-T-126	1.2	220.0	nan	g	-33.3	1e-05	8	8	1.45e-07	1.32e-07	1.08e-07	u	273	126	0	0	0.0	0.0	483.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1G	NWFA-1G_LP-DIR-T	shoemake 2024-10-18 09:33:14	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1G_LP-DIR-T-127	4.4	214.6	nan	g	-29.8	7.45e-06	9	8	3.11e-07	4.88e-07	5.64e-08	u	273	127	0	0	0.0	0.0	513.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1G	NWFA-1G_LP-DIR-T	shoemake 2024-10-26 15:01:40	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1G_LP-DIR-T-128	1.9	215.9	nan	g	-29.8	6.58e-06	10	8	1.4e-07	1.5e-07	8.25e-08	u	273	128	0	0	0.0	0.0	543.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1G	NWFA-1G_LP-DIR-T	shoemake 2024-11-06 15:38:37	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1G_LP-DIR-T-129	0.5	217.7	nan	g	-29.7	6.64e-06	11	8	3.89e-08	5.61e-08	2.5e-08	u	273	129	0	0	0.0	0.0	573.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1G	NWFA-1G_LP-DIR-T	shoemake 2024-11-15 16:19:26	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1G_LP-DIR-T-130	1.4	218.8	nan	g	-30.0	6.57e-06	12	8	9.18e-08	1.17e-07	7.55e-08	u	273	130	0	0	0.0	0.0	603.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1G	NWFA-1G_LP-DIR-T	shoemake 2024-11-18 15:36:13	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1G_LP-DIR-T-131	43.0	217.0	nan	g	-30.2	3.28e-06	13	8	2.42e-06	1.82e-06	1.76e-06	u	273	131	0	0	0.0	0.0	633.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1G	NWFA-1G_LP-DIR-T	shoemake 2024-11-19 08:03:08	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1G_LP-DIR-T-132	57.6	279.5	nan	g	-59.4	6.29e-13	14	8	6.5e-13	5.1e-13	4.3e-13	u	273	132	0	0	0.0	0.0	633.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1G	NWFA-1G_LP-DIR-T	shoemake 2024-11-20 17:18:52	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1G_LP-DIR-T-133	42.0	221.6	nan	g	-29.9	3.28e-06	15	8	2.27e-06	2.02e-06	1.75e-06	u	273	133	0	0	0.0	0.0	633.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1G	NWFA-1G_LP-DIR-T	shoemake 2024-11-22 21:16:27	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1G_LP-DIR-T-134	3.4	215.6	nan	g	-29.9	6.57e-06	16	8	2.57e-07	2.95e-07	5.83e-08	u	273	134	0	0	0.0	0.0	633.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1G	NWFA-1G_LP-DIR-T	shoemake 2024-11-25 07:46:51	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1G_LP-DIR-T-135	2.4	219.5	nan	g	-30.0	6.54e-06	17	8	1.52e-07	2.14e-07	1.05e-07	u	273	135	0	0	0.0	0.0	663.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1G	NWFA-1G_LP-DIR-T	shoemake 2024-11-26 22:10:14	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1G_LP-DIR-T-136	1.7	221.6	nan	g	-30.0	6.48e-06	18	8	1.11e-07	1.33e-07	1.05e-07	u	273	136	0	0	0.0	0.0	693.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1G	NWFA-1G_LP-DIR-T	shoemake 2024-12-05 05:13:24	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1G_LP-DIR-T-137	1.7	216.0	nan	g	-29.8	5.77e-06	19	8	1.14e-07	1.05e-07	8.99e-08	u	273	137	0	0	0.0	0.0	723.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1G	NWFA-1G_LP-DIR-T	shoemake 2025-02-06 01:23:31	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1G_LP-DIR-T-138	1.3	217.8	nan	g	-29.9	5.83e-06	20	8	1.15e-07	1.07e-07	3.67e-08	u	273	138	0	0	0.0	0.0	723.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1G	NWFA-1G_LP-DIR-T	shoemake 2025-04-09 10:26:32	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1G_LP-DIR-T-139	4.3	217.3	nan	g	-31.8	1.28e-07	21	8	6.55e-09	9.47e-09	9.14e-10	u	273	139	0	0	0.0	0.0	753.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1G	NWFA-1G_LP-DIR-T	shoemake 2025-04-25 18:16:40	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1G_LP-DIR-T-140	2.4	219.2	nan	g	-25.2	1.06e-07	22	8	3.67e-09	3.47e-09	7.35e-10	u	273	140	0	0	0.0	0.0	783.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1H	NWFA-1H_LP-DIR-T	shoemake 2024-07-01 12:24:22	LT-NO:LP-DIR-T	pmagpy-4.3.7	NWFA-1H_LP-DIR-T-141	2.7	228.0	nan	g	-38.7	1.09e-05	0	8	4.02e-07	3.37e-07	1.01e-07	u	273	141	0	0	0.0	0.0	273.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1H	NWFA-1H_LP-DIR-T	shoemake 2024-07-08 16:48:12	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1H_LP-DIR-T-142	39.2	271.7	nan	g	-47.9	8.65e-06	1	8	7.04e-06	2.23e-07	8.54e-08	u	273	142	0	0	0.0	0.0	77.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1H	NWFA-1H_LP-DIR-T	shoemake 2024-07-11 14:13:00	LT-LT-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1H_LP-DIR-T-143	3.3	219.3	nan	g	-36.5	1.08e-05	2	8	3.81e-07	4.93e-07	1.37e-07	u	273	143	0	0	0.0	0.0	77.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1H	NWFA-1H_LP-DIR-T	shoemake 2024-07-30 17:22:49	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1H_LP-DIR-T-144	2.1	229.7	nan	g	-36.2	1.08e-05	3	8	3.01e-07	2.46e-07	4.93e-08	u	273	144	0	0	0.0	0.0	343.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1H	NWFA-1H_LP-DIR-T	shoemake 2024-08-01 10:30:16	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1H_LP-DIR-T-145	3.2	225.5	nan	g	-35.8	1.04e-05	4	8	3.86e-07	4.29e-07	5.38e-08	u	273	145	0	0	0.0	0.0	373.0
nan	This study	NWFA	NWFA-1	NWFA	NWFA-1H	NWFA-1H_LP-DIR-T	shoemake 2024-09-07 15:33:41	LT-T-Z:LP-DIR-T	pmagpy-4.3.7	NWFA-1H_LP-DIR-T-146	3.8	224.0	nan	g	-35.6	1.03e-05	5	8	4.76e-07	4.87e-07	6.23e-08	u	273	146	0	0	0.0	0.0	403.0
