tab	measurements																									
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
	This study		1.8	223.6	-30.2	NWFA-1E_LP-DIR-T	shoemake 2024-11-22 21:11:28	8.30E-06	2.02E-07	1.54E-07	7.02E-08	8	273	NWFA-1E_LP-DIR-T-87	LT-T-Z:LP-DIR-T	g	87	pmagpy-4.3.7	NWFA-1E	u	0	0	0	0	14	633
	This study		2.3	220.3	-30.3	NWFA-1E_LP-DIR-T	shoemake 2024-11-25 07:41:52	8.26E-06	2.28E-07	2.03E-07	1.32E-07	8	273	NWFA-1E_LP-DIR-T-88	LT-T-Z:LP-DIR-T	g	88	pmagpy-4.3.7	NWFA-1E	u	0	0	0	0	15	663
	This study		2.3	223	-30.2	NWFA-1E_LP-DIR-T	shoemake 2024-11-26 22:05:15	8.21E-06	2.40E-07	2.02E-07	1.34E-07	8	273	NWFA-1E_LP-DIR-T-89	LT-T-Z:LP-DIR-T	g	89	pmagpy-4.3.7	NWFA-1E	u	0	0	0	0	16	693
	This study		2	219.9	-30.2	NWFA-1E_LP-DIR-T	shoemake 2024-12-05 05:08:23	7.64E-06	1.95E-07	1.62E-07	1.14E-07	8	273	NWFA-1E_LP-DIR-T-90	LT-T-Z:LP-DIR-T	g	90	pmagpy-4.3.7	NWFA-1E	u	0	0	0	0	17	723
	This study		1.4	223.7	-30.4	NWFA-1E_LP-DIR-T	shoemake 2025-02-06 01:18:32	7.73E-06	1.40E-07	1.51E-07	4.64E-08	8	273	NWFA-1E_LP-DIR-T-91	LT-T-Z:LP-DIR-T	g	91	pmagpy-4.3.7	NWFA-1E	u	0	0	0	0	18	723
	This study		2.7	217.7	-33.9	NWFA-1E_LP-DIR-T	shoemake 2025-04-09 10:21:30	1.27E-07	4.22E-09	4.94E-09	5.88E-10	8	273	NWFA-1E_LP-DIR-T-92	LT-T-Z:LP-DIR-T	g	92	pmagpy-4.3.7	NWFA-1E	u	0	0	0	0	19	753
	This study		37.3	223.2	-26.5	NWFA-1E_LP-DIR-T	shoemake 2025-04-25 18:11:46	6.30E-08	4.40E-08	4.13E-08	3.00E-08	8	273	NWFA-1E_LP-DIR-T-93	LT-T-Z:LP-DIR-T	g	93	pmagpy-4.3.7	NWFA-1E	u	0	0	0	0	20	783
	This study		3.5	221.6	-25.8	NWFA-1E_LP-DIR-T	shoemake 2025-05-01 16:36:05	1.24E-07	5.36E-09	5.96E-09	8.80E-10	8	273	NWFA-1E_LP-DIR-T-94	LT-T-Z:LP-DIR-T	g	94	pmagpy-4.3.7	NWFA-1E	u	0	0	0	0	21	783
	This study		1.6	221.9	-40.2	NWFA-1F_LP-DIR-T	shoemake 2024-07-01 12:20:05	1.06E-05	2.11E-07	2.05E-07	1.00E-07	8	273	NWFA-1F_LP-DIR-T-95	LT-NO:LP-DIR-T	g	95	pmagpy-4.3.7	NWFA-1F	u	0	0	0	0	0	273
	This study		6.2	224.7	-38	NWFA-1F_LP-DIR-T	shoemake 2024-07-08 16:42:49	1.05E-05	7.86E-07	8.24E-07	1.13E-07	8	273	NWFA-1F_LP-DIR-T-96	LT-LT-Z:LP-DIR-T	g	96	pmagpy-4.3.7	NWFA-1F	u	0	0	0	0	1	77
	This study		4	221.9	-37.8	NWFA-1F_LP-DIR-T	shoemake 2024-07-11 14:08:32	1.05E-05	4.98E-07	5.37E-07	1.45E-07	8	273	NWFA-1F_LP-DIR-T-97	LT-LT-Z:LP-DIR-T	g	97	pmagpy-4.3.7	NWFA-1F	u	0	0	0	0	2	77
	This study		0.9	223	-37.5	NWFA-1F_LP-DIR-T	shoemake 2024-07-30 17:16:52	1.05E-05	1.11E-07	1.18E-07	6.79E-08	8	273	NWFA-1F_LP-DIR-T-98	LT-T-Z:LP-DIR-T	g	98	pmagpy-4.3.7	NWFA-1F	u	0	0	0	0	3	343
	This study		3	223.1	-36.6	NWFA-1F_LP-DIR-T	shoemake 2024-08-01 10:25:15	1.01E-05	3.76E-07	3.76E-07	7.00E-08	8	273	NWFA-1F_LP-DIR-T-99	LT-T-Z:LP-DIR-T	g	99	pmagpy-4.3.7	NWFA-1F	u	0	0	0	0	4	373
	This study		4.2	226.7	-36.7	NWFA-1F_LP-DIR-T	shoemake 2024-09-07 15:28:39	1.01E-05	5.37E-07	5.03E-07	6.26E-08	8	273	NWFA-1F_LP-DIR-T-100	LT-T-Z:LP-DIR-T	g	100	pmagpy-4.3.7	NWFA-1F	u	0	0	0	0	5	403
	This study		5.2	223.1	-35.9	NWFA-1F_LP-DIR-T	shoemake 2024-09-12 12:04:32	9.97E-06	6.23E-07	6.59E-07	5.48E-08	8	273	NWFA-1F_LP-DIR-T-101	LT-T-Z:LP-DIR-T	g	101	pmagpy-4.3.7	NWFA-1F	u	0	0	0	0	6	433
	This study		1.8	219.9	-34	NWFA-1F_LP-DIR-T	shoemake 2024-09-17 11:52:43	9.74E-06	1.83E-07	2.41E-07	6.72E-08	8	273	NWFA-1F_LP-DIR-T-102	LT-T-Z:LP-DIR-T	g	102	pmagpy-4.3.7	NWFA-1F	u	0	0	0	0	7	463
	This study		8	225.3	-34.2	NWFA-1F_LP-DIR-T	shoemake 2024-10-10 18:32:35	9.65E-06	9.14E-07	9.93E-07	5.45E-08	8	273	NWFA-1F_LP-DIR-T-103	LT-T-Z:LP-DIR-T	g	103	pmagpy-4.3.7	NWFA-1F	u	0	0	0	0	8	483
	This study		0.8	220.1	-33.5	NWFA-1F_LP-DIR-T	shoemake 2024-10-14 12:40:18	9.69E-06	8.31E-08	8.63E-08	8.32E-08	8	273	NWFA-1F_LP-DIR-T-104	LT-T-Z:LP-DIR-T	g	104	pmagpy-4.3.7	NWFA-1F	u	0	0	0	0	9	483
	This study		1.5	215	-30.2	NWFA-1F_LP-DIR-T	shoemake 2024-10-18 09:30:48	7.28E-06	1.07E-07	1.54E-07	4.70E-08	8	273	NWFA-1F_LP-DIR-T-105	LT-T-Z:LP-DIR-T	g	105	pmagpy-4.3.7	NWFA-1F	u	0	0	0	0	10	513
	This study		1.5	215.6	-29.9	NWFA-1F_LP-DIR-T	shoemake 2024-10-26 14:59:28	6.61E-06	1.18E-07	1.06E-07	7.94E-08	8	273	NWFA-1F_LP-DIR-T-106	LT-T-Z:LP-DIR-T	g	106	pmagpy-4.3.7	NWFA-1F	u	0	0	0	0	11	543
	This study		1.8	219.8	-29.8	NWFA-1F_LP-DIR-T	shoemake 2024-11-06 15:36:07	6.67E-06	1.32E-07	1.69E-07	2.49E-08	8	273	NWFA-1F_LP-DIR-T-107	LT-T-Z:LP-DIR-T	g	107	pmagpy-4.3.7	NWFA-1F	u	0	0	0	0	12	573
	This study		1.2	220	-30.2	NWFA-1F_LP-DIR-T	shoemake 2024-11-15 16:16:56	6.60E-06	9.13E-08	9.87E-08	6.03E-08	8	273	NWFA-1F_LP-DIR-T-108	LT-T-Z:LP-DIR-T	g	108	pmagpy-4.3.7	NWFA-1F	u	0	0	0	0	13	603
	This study		3	216.6	-30.2	NWFA-1F_LP-DIR-T	shoemake 2024-11-18 15:33:44	6.60E-06	2.17E-07	2.72E-07	4.50E-08	8	273	NWFA-1F_LP-DIR-T-109	LT-T-Z:LP-DIR-T	g	109	pmagpy-4.3.7	NWFA-1F	u	0	0	0	0	14	633
	This study		4.6	221.5	-30.2	NWFA-1F_LP-DIR-T	shoemake 2024-11-22 21:13:59	6.60E-06	3.67E-07	3.81E-07	3.40E-08	8	273	NWFA-1F_LP-DIR-T-110	LT-T-Z:LP-DIR-T	g	110	pmagpy-4.3.7	NWFA-1F	u	0	0	0	0	15	633
	This study		2.2	219.7	-30.3	NWFA-1F_LP-DIR-T	shoemake 2024-11-25 07:44:22	6.57E-06	1.72E-07	1.71E-07	9.47E-08	8	273	NWFA-1F_LP-DIR-T-111	LT-T-Z:LP-DIR-T	g	111	pmagpy-4.3.7	NWFA-1F	u	0	0	0	0	16	663
	This study		7.5	220.9	-30.4	NWFA-1F_LP-DIR-T	shoemake 2024-11-26 22:07:45	6.48E-06	5.73E-07	6.27E-07	9.36E-08	8	273	NWFA-1F_LP-DIR-T-112	LT-T-Z:LP-DIR-T	g	112	pmagpy-4.3.7	NWFA-1F	u	0	0	0	0	17	693
	This study		4.1	216.7	-30.3	NWFA-1F_LP-DIR-T	shoemake 2024-12-05 05:10:54	5.72E-06	2.73E-07	3.01E-07	7.14E-08	8	273	NWFA-1F_LP-DIR-T-113	LT-T-Z:LP-DIR-T	g	113	pmagpy-4.3.7	NWFA-1F	u	0	0	0	0	18	723
	This study		5.1	227.2	-30.5	NWFA-1F_LP-DIR-T	shoemake 2025-02-06 01:21:01	5.77E-06	3.85E-07	3.52E-07	3.69E-08	8	273	NWFA-1F_LP-DIR-T-114	LT-T-Z:LP-DIR-T	g	114	pmagpy-4.3.7	NWFA-1F	u	0	0	0	0	19	723
	This study		63.5	211.9	-33.4	NWFA-1F_LP-DIR-T	shoemake 2025-04-09 10:24:01	5.60E-08	4.25E-08	2.65E-08	3.36E-08	8	273	NWFA-1F_LP-DIR-T-115	LT-T-Z:LP-DIR-T	g	115	pmagpy-4.3.7	NWFA-1F	u	0	0	0	0	20	753
	This study		2.8	213.7	-34.4	NWFA-1F_LP-DIR-T	shoemake 2025-04-15 14:49:36	1.12E-07	4.14E-09	4.35E-09	7.45E-10	8	273	NWFA-1F_LP-DIR-T-116	LT-T-Z:LP-DIR-T	g	116	pmagpy-4.3.7	NWFA-1F	u	0	0	0	0	21	753
	This study		2	220	-26.9	NWFA-1F_LP-DIR-T	shoemake 2025-04-25 18:14:11	9.55E-08	3.10E-09	2.61E-09	5.31E-10	8	273	NWFA-1F_LP-DIR-T-117	LT-T-Z:LP-DIR-T	g	117	pmagpy-4.3.7	NWFA-1F	u	0	0	0	0	22	783
	This study		3.2	224.7	-39.7	NWFA-1G_LP-DIR-T	shoemake 2024-07-01 12:22:14	1.10E-05	4.55E-07	4.04E-07	1.30E-07	8	273	NWFA-1G_LP-DIR-T-118	LT-NO:LP-DIR-T	g	118	pmagpy-4.3.7	NWFA-1G	u	0	0	0	0	0	273
	This study		33.5	219.9	-37	NWFA-1G_LP-DIR-T	shoemake 2024-07-08 16:45:28	5.49E-06	3.60E-06	3.00E-06	3.53E-06	8	273	NWFA-1G_LP-DIR-T-119	LT-LT-Z:LP-DIR-T	g	119	pmagpy-4.3.7	NWFA-1G	u	0	0	0	0	1	77
	This study		2.1	221.7	-37.3	NWFA-1G_LP-DIR-T	shoemake 2024-07-11 14:10:47	1.09E-05	3.04E-07	2.44E-07	1.47E-07	8	273	NWFA-1G_LP-DIR-T-120	LT-LT-Z:LP-DIR-T	g	120	pmagpy-4.3.7	NWFA-1G	u	0	0	0	0	2	77
	This study		2.4	228.3	-37	NWFA-1G_LP-DIR-T	shoemake 2024-07-30 17:19:51	1.09E-05	3.60E-07	2.96E-07	4.82E-08	8	273	NWFA-1G_LP-DIR-T-121	LT-T-Z:LP-DIR-T	g	121	pmagpy-4.3.7	NWFA-1G	u	0	0	0	0	3	343
	This study		0.8	222.7	-36.3	NWFA-1G_LP-DIR-T	shoemake 2024-08-01 10:27:46	1.06E-05	1.08E-07	9.89E-08	5.19E-08	8	273	NWFA-1G_LP-DIR-T-122	LT-T-Z:LP-DIR-T	g	122	pmagpy-4.3.7	NWFA-1G	u	0	0	0	0	4	373
	This study		2.6	223.2	-36.1	NWFA-1G_LP-DIR-T	shoemake 2024-09-07 15:31:10	1.04E-05	3.31E-07	3.33E-07	8.28E-08	8	273	NWFA-1G_LP-DIR-T-123	LT-T-Z:LP-DIR-T	g	123	pmagpy-4.3.7	NWFA-1G	u	0	0	0	0	5	403
	This study		4.6	225.5	-35.5	NWFA-1G_LP-DIR-T	shoemake 2024-09-12 12:07:03	1.03E-05	5.82E-07	5.88E-07	6.47E-08	8	273	NWFA-1G_LP-DIR-T-124	LT-T-Z:LP-DIR-T	g	124	pmagpy-4.3.7	NWFA-1G	u	0	0	0	0	6	433
	This study		1.1	218.3	-33.7	NWFA-1G_LP-DIR-T	shoemake 2024-09-17 11:55:14	1.01E-05	8.78E-08	1.80E-07	4.85E-08	8	273	NWFA-1G_LP-DIR-T-125	LT-T-Z:LP-DIR-T	g	125	pmagpy-4.3.7	NWFA-1G	u	0	0	0	0	7	463
	This study		1.2	220	-33.3	NWFA-1G_LP-DIR-T	shoemake 2024-10-10 18:35:00	1.00E-05	1.45E-07	1.32E-07	1.08E-07	8	273	NWFA-1G_LP-DIR-T-126	LT-T-Z:LP-DIR-T	g	126	pmagpy-4.3.7	NWFA-1G	u	0	0	0	0	8	483
	This study		4.4	214.6	-29.8	NWFA-1G_LP-DIR-T	shoemake 2024-10-18 09:33:14	7.45E-06	3.11E-07	4.88E-07	5.64E-08	8	273	NWFA-1G_LP-DIR-T-127	LT-T-Z:LP-DIR-T	g	127	pmagpy-4.3.7	NWFA-1G	u	0	0	0	0	9	513
	This study		1.9	215.9	-29.8	NWFA-1G_LP-DIR-T	shoemake 2024-10-26 15:01:40	6.58E-06	1.40E-07	1.50E-07	8.25E-08	8	273	NWFA-1G_LP-DIR-T-128	LT-T-Z:LP-DIR-T	g	128	pmagpy-4.3.7	NWFA-1G	u	0	0	0	0	10	543
	This study		0.5	217.7	-29.7	NWFA-1G_LP-DIR-T	shoemake 2024-11-06 15:38:37	6.64E-06	3.89E-08	5.61E-08	2.50E-08	8	273	NWFA-1G_LP-DIR-T-129	LT-T-Z:LP-DIR-T	g	129	pmagpy-4.3.7	NWFA-1G	u	0	0	0	0	11	573
	This study		1.4	218.8	-30	NWFA-1G_LP-DIR-T	shoemake 2024-11-15 16:19:26	6.57E-06	9.18E-08	1.17E-07	7.55E-08	8	273	NWFA-1G_LP-DIR-T-130	LT-T-Z:LP-DIR-T	g	130	pmagpy-4.3.7	NWFA-1G	u	0	0	0	0	12	603
	This study		43	217	-30.2	NWFA-1G_LP-DIR-T	shoemake 2024-11-18 15:36:13	3.28E-06	2.42E-06	1.82E-06	1.76E-06	8	273	NWFA-1G_LP-DIR-T-131	LT-T-Z:LP-DIR-T	g	131	pmagpy-4.3.7	NWFA-1G	u	0	0	0	0	13	633
	This study		57.6	279.5	-59.4	NWFA-1G_LP-DIR-T	shoemake 2024-11-19 08:03:08	6.29E-13	6.50E-13	5.10E-13	4.30E-13	8	273	NWFA-1G_LP-DIR-T-132	LT-T-Z:LP-DIR-T	g	132	pmagpy-4.3.7	NWFA-1G	u	0	0	0	0	14	633
	This study		42	221.6	-29.9	NWFA-1G_LP-DIR-T	shoemake 2024-11-20 17:18:52	3.28E-06	2.27E-06	2.02E-06	1.75E-06	8	273	NWFA-1G_LP-DIR-T-133	LT-T-Z:LP-DIR-T	g	133	pmagpy-4.3.7	NWFA-1G	u	0	0	0	0	15	633
	This study		3.4	215.6	-29.9	NWFA-1G_LP-DIR-T	shoemake 2024-11-22 21:16:27	6.57E-06	2.57E-07	2.95E-07	5.83E-08	8	273	NWFA-1G_LP-DIR-T-134	LT-T-Z:LP-DIR-T	g	134	pmagpy-4.3.7	NWFA-1G	u	0	0	0	0	16	633
	This study		2.4	219.5	-30	NWFA-1G_LP-DIR-T	shoemake 2024-11-25 07:46:51	6.54E-06	1.52E-07	2.14E-07	1.05E-07	8	273	NWFA-1G_LP-DIR-T-135	LT-T-Z:LP-DIR-T	g	135	pmagpy-4.3.7	NWFA-1G	u	0	0	0	0	17	663
	This study		1.7	221.6	-30	NWFA-1G_LP-DIR-T	shoemake 2024-11-26 22:10:14	6.48E-06	1.11E-07	1.33E-07	1.05E-07	8	273	NWFA-1G_LP-DIR-T-136	LT-T-Z:LP-DIR-T	g	136	pmagpy-4.3.7	NWFA-1G	u	0	0	0	0	18	693
	This study		1.7	216	-29.8	NWFA-1G_LP-DIR-T	shoemake 2024-12-05 05:13:24	5.77E-06	1.14E-07	1.05E-07	8.99E-08	8	273	NWFA-1G_LP-DIR-T-137	LT-T-Z:LP-DIR-T	g	137	pmagpy-4.3.7	NWFA-1G	u	0	0	0	0	19	723
	This study		1.3	217.8	-29.9	NWFA-1G_LP-DIR-T	shoemake 2025-02-06 01:23:31	5.83E-06	1.15E-07	1.07E-07	3.67E-08	8	273	NWFA-1G_LP-DIR-T-138	LT-T-Z:LP-DIR-T	g	138	pmagpy-4.3.7	NWFA-1G	u	0	0	0	0	20	723
	This study		4.3	217.3	-31.8	NWFA-1G_LP-DIR-T	shoemake 2025-04-09 10:26:32	1.28E-07	6.55E-09	9.47E-09	9.14E-10	8	273	NWFA-1G_LP-DIR-T-139	LT-T-Z:LP-DIR-T	g	139	pmagpy-4.3.7	NWFA-1G	u	0	0	0	0	21	753
	This study		2.4	219.2	-25.2	NWFA-1G_LP-DIR-T	shoemake 2025-04-25 18:16:40	1.06E-07	3.67E-09	3.47E-09	7.35E-10	8	273	NWFA-1G_LP-DIR-T-140	LT-T-Z:LP-DIR-T	g	140	pmagpy-4.3.7	NWFA-1G	u	0	0	0	0	22	783
	This study		2.7	228	-38.7	NWFA-1H_LP-DIR-T	shoemake 2024-07-01 12:24:22	1.09E-05	4.02E-07	3.37E-07	1.01E-07	8	273	NWFA-1H_LP-DIR-T-141	LT-NO:LP-DIR-T	g	141	pmagpy-4.3.7	NWFA-1H	u	0	0	0	0	0	273
	This study		39.2	271.7	-47.9	NWFA-1H_LP-DIR-T	shoemake 2024-07-08 16:48:12	8.65E-06	7.04E-06	2.23E-07	8.54E-08	8	273	NWFA-1H_LP-DIR-T-142	LT-LT-Z:LP-DIR-T	g	142	pmagpy-4.3.7	NWFA-1H	u	0	0	0	0	1	77
	This study		3.3	219.3	-36.5	NWFA-1H_LP-DIR-T	shoemake 2024-07-11 14:13:00	1.08E-05	3.81E-07	4.93E-07	1.37E-07	8	273	NWFA-1H_LP-DIR-T-143	LT-LT-Z:LP-DIR-T	g	143	pmagpy-4.3.7	NWFA-1H	u	0	0	0	0	2	77
	This study		2.1	229.7	-36.2	NWFA-1H_LP-DIR-T	shoemake 2024-07-30 17:22:49	1.08E-05	3.01E-07	2.46E-07	4.93E-08	8	273	NWFA-1H_LP-DIR-T-144	LT-T-Z:LP-DIR-T	g	144	pmagpy-4.3.7	NWFA-1H	u	0	0	0	0	3	343
	This study		3.2	225.5	-35.8	NWFA-1H_LP-DIR-T	shoemake 2024-08-01 10:30:16	1.04E-05	3.86E-07	4.29E-07	5.38E-08	8	273	NWFA-1H_LP-DIR-T-145	LT-T-Z:LP-DIR-T	g	145	pmagpy-4.3.7	NWFA-1H	u	0	0	0	0	4	373
	This study		3.8	224	-35.6	NWFA-1H_LP-DIR-T	shoemake 2024-09-07 15:33:41	1.03E-05	4.76E-07	4.87E-07	6.23E-08	8	273	NWFA-1H_LP-DIR-T-146	LT-T-Z:LP-DIR-T	g	146	pmagpy-4.3.7	NWFA-1H	u	0	0	0	0	5	403
	This study		1.6	222.6	-34.2	NWFA-1H_LP-DIR-T	shoemake 2024-09-12 12:09:32	1.00E-05	1.84E-07	2.06E-07	7.61E-08	8	273	NWFA-1H_LP-DIR-T-147	LT-T-Z:LP-DIR-T	g	147	pmagpy-4.3.7	NWFA-1H	u	0	0	0	0	6	433
	This study		1.4	221.6	-33.5	NWFA-1H_LP-DIR-T	shoemake 2024-09-17 11:57:42	9.87E-06	1.33E-07	1.82E-07	8.74E-08	8	273	NWFA-1H_LP-DIR-T-148	LT-T-Z:LP-DIR-T	g	148	pmagpy-4.3.7	NWFA-1H	u	0	0	0	0	7	463
	This study		2.1	218.6	-33.1	NWFA-1H_LP-DIR-T	shoemake 2024-10-10 18:37:24	9.81E-06	1.87E-07	2.95E-07	9.92E-08	8	273	NWFA-1H_LP-DIR-T-149	LT-T-Z:LP-DIR-T	g	149	pmagpy-4.3.7	NWFA-1H	u	0	0	0	0	8	483
	This study		5.9	222.2	-30.1	NWFA-1H_LP-DIR-T	shoemake 2024-10-18 09:35:40	7.15E-06	4.93E-07	5.59E-07	5.29E-08	8	273	NWFA-1H_LP-DIR-T-150	LT-T-Z:LP-DIR-T	g	150	pmagpy-4.3.7	NWFA-1H	u	0	0	0	0	9	513
	This study		6.2	220.5	-29.9	NWFA-1H_LP-DIR-T	shoemake 2024-10-26 15:03:51	6.07E-06	4.45E-07	4.80E-07	7.50E-08	8	273	NWFA-1H_LP-DIR-T-151	LT-T-Z:LP-DIR-T	g	151	pmagpy-4.3.7	NWFA-1H	u	0	0	0	0	10	543
	This study		2.9	218.7	-29.9	NWFA-1H_LP-DIR-T	shoemake 2024-11-06 15:41:20	6.15E-06	1.92E-07	2.46E-07	2.19E-08	8	273	NWFA-1H_LP-DIR-T-152	LT-T-Z:LP-DIR-T	g	152	pmagpy-4.3.7	NWFA-1H	u	0	0	0	0	11	573
	This study		3.3	215.6	-30.1	NWFA-1H_LP-DIR-T	shoemake 2024-11-15 16:21:54	6.08E-06	1.99E-07	2.87E-07	6.84E-08	8	273	NWFA-1H_LP-DIR-T-153	LT-T-Z:LP-DIR-T	g	153	pmagpy-4.3.7	NWFA-1H	u	0	0	0	0	12	603
	This study		2.1	218.4	-30	NWFA-1H_LP-DIR-T	shoemake 2024-11-18 15:38:40	6.06E-06	1.46E-07	1.56E-07	6.12E-08	8	273	NWFA-1H_LP-DIR-T-154	LT-T-Z:LP-DIR-T	g	154	pmagpy-4.3.7	NWFA-1H	u	0	0	0	0	13	633
	This study		4.6	221.3	-30.1	NWFA-1H_LP-DIR-T	shoemake 2024-11-22 21:18:54	6.06E-06	3.40E-07	3.54E-07	4.64E-08	8	273	NWFA-1H_LP-DIR-T-155	LT-T-Z:LP-DIR-T	g	155	pmagpy-4.3.7	NWFA-1H	u	0	0	0	0	14	633
	This study		1.7	222	-30	NWFA-1H_LP-DIR-T	shoemake 2024-11-25 07:49:20	6.06E-06	1.03E-07	1.15E-07	9.84E-08	8	273	NWFA-1H_LP-DIR-T-156	LT-T-Z:LP-DIR-T	g	156	pmagpy-4.3.7	NWFA-1H	u	0	0	0	0	15	663
	This study		2.9	221.3	-30.1	NWFA-1H_LP-DIR-T	shoemake 2024-11-26 22:12:41	5.96E-06	1.82E-07	2.31E-07	9.34E-08	8	273	NWFA-1H_LP-DIR-T-157	LT-T-Z:LP-DIR-T	g	157	pmagpy-4.3.7	NWFA-1H	u	0	0	0	0	16	693
	This study		3.6	216.6	-30	NWFA-1H_LP-DIR-T	shoemake 2024-12-05 05:15:52	5.06E-06	1.75E-07	2.60E-07	7.34E-08	8	273	NWFA-1H_LP-DIR-T-158	LT-T-Z:LP-DIR-T	g	158	pmagpy-4.3.7	NWFA-1H	u	0	0	0	0	17	723
	This study		3.5	217.8	-30.1	NWFA-1H_LP-DIR-T	shoemake 2025-02-06 01:25:59	5.11E-06	2.08E-07	2.45E-07	2.72E-08	8	273	NWFA-1H_LP-DIR-T-159	LT-T-Z:LP-DIR-T	g	159	pmagpy-4.3.7	NWFA-1H	u	0	0	0	0	18	723
	This study		4	218.9	-33	NWFA-1H_LP-DIR-T	shoemake 2025-04-09 10:29:02	1.33E-07	7.32E-09	6.49E-09	1.08E-09	8	273	NWFA-1H_LP-DIR-T-160	LT-T-Z:LP-DIR-T	g	160	pmagpy-4.3.7	NWFA-1H	u	0	0	0	0	19	753
	This study		82.3	228	-25	NWFA-1H_LP-DIR-T	shoemake 2025-04-25 18:19:10	5.33E-08	3.46E-08	3.85E-08	2.41E-08	8	273	NWFA-1H_LP-DIR-T-161	LT-T-Z:LP-DIR-T	g	161	pmagpy-4.3.7	NWFA-1H	u	0	0	0	0	20	783
	This study		6	217.3	-24.1	NWFA-1H_LP-DIR-T	shoemake 2025-05-01 16:38:30	1.06E-07	7.48E-09	8.55E-09	8.53E-10	8	273	NWFA-1H_LP-DIR-T-162	LT-T-Z:LP-DIR-T	g	162	pmagpy-4.3.7	NWFA-1H	u	0	0	0	0	21	783
	This study		1.8	165.6	-7.1	NWFA-2B_LP-DIR-T	shoemake 2024-07-01 12:26:29	7.56E-06	6.76E-08	2.12E-07	8.32E-08	8	273	NWFA-2B_LP-DIR-T-163	LT-NO:LP-DIR-T	g	163	pmagpy-4.3.7	NWFA-2B	u	0	0	0	0	0	273
	This study		5.8	167.6	-10.5	NWFA-2B_LP-DIR-T	shoemake 2024-07-08 16:50:23	7.63E-06	1.69E-07	7.49E-07	8.23E-08	8	273	NWFA-2B_LP-DIR-T-164	LT-LT-Z:LP-DIR-T	g	164	pmagpy-4.3.7	NWFA-2B	u	0	0	0	0	1	77
	This study		9.5	171.1	-10.6	NWFA-2B_LP-DIR-T	shoemake 2024-07-11 14:15:11	7.55E-06	1.77E-07	1.25E-06	1.10E-07	8	273	NWFA-2B_LP-DIR-T-165	LT-LT-Z:LP-DIR-T	g	165	pmagpy-4.3.7	NWFA-2B	u	0	0	0	0	2	77
	This study		1.8	174.2	-10.5	NWFA-2B_LP-DIR-T	shoemake 2024-07-30 17:25:45	7.60E-06	4.59E-08	2.39E-07	4.04E-08	8	273	NWFA-2B_LP-DIR-T-166	LT-T-Z:LP-DIR-T	g	166	pmagpy-4.3.7	NWFA-2B	u	0	0	0	0	3	343
	This study		2	171.5	-11	NWFA-2B_LP-DIR-T	shoemake 2024-08-01 10:32:44	7.44E-06	5.79E-08	2.54E-07	4.67E-08	8	273	NWFA-2B_LP-DIR-T-167	LT-T-Z:LP-DIR-T	g	167	pmagpy-4.3.7	NWFA-2B	u	0	0	0	0	4	373
	This study		4.8	172.3	-11.6	NWFA-2B_LP-DIR-T	shoemake 2024-09-07 15:36:11	7.38E-06	8.48E-08	6.16E-07	5.04E-08	8	273	NWFA-2B_LP-DIR-T-168	LT-T-Z:LP-DIR-T	g	168	pmagpy-4.3.7	NWFA-2B	u	0	0	0	0	5	403
	This study		4.8	174.8	-12.5	NWFA-2B_LP-DIR-T	shoemake 2024-09-12 12:11:59	7.32E-06	6.61E-08	6.12E-07	4.20E-08	8	273	NWFA-2B_LP-DIR-T-169	LT-T-Z:LP-DIR-T	g	169	pmagpy-4.3.7	NWFA-2B	u	0	0	0	0	6	433
	This study		0.9	170.2	-13.6	NWFA-2B_LP-DIR-T	shoemake 2024-09-17 12:00:10	7.28E-06	4.56E-08	9.59E-08	4.93E-08	8	273	NWFA-2B_LP-DIR-T-170	LT-T-Z:LP-DIR-T	g	170	pmagpy-4.3.7	NWFA-2B	u	0	0	0	0	7	463
	This study		1.9	175.4	-13.9	NWFA-2B_LP-DIR-T	shoemake 2024-10-10 18:39:48	7.24E-06	5.16E-08	2.30E-07	5.93E-08	8	273	NWFA-2B_LP-DIR-T-171	LT-T-Z:LP-DIR-T	g	171	pmagpy-4.3.7	NWFA-2B	u	0	0	0	0	8	483
	This study		3.8	178.1	-17.7	NWFA-2B_LP-DIR-T	shoemake 2024-10-18 09:38:07	5.57E-06	3.65E-08	3.66E-07	5.08E-08	8	273	NWFA-2B_LP-DIR-T-172	LT-T-Z:LP-DIR-T	g	172	pmagpy-4.3.7	NWFA-2B	u	0	0	0	0	9	513
	This study		1.5	182.9	-18.1	NWFA-2B_LP-DIR-T	shoemake 2024-10-26 15:06:04	4.88E-06	4.44E-08	9.30E-08	7.64E-08	8	273	NWFA-2B_LP-DIR-T-173	LT-T-Z:LP-DIR-T	g	173	pmagpy-4.3.7	NWFA-2B	u	0	0	0	0	10	543
